
Stonks
---------------
TIME,ACTUAL,FORECAST,SALE,BUY,PENALTY,WASTED,CIH
23-Jul-2020 14:00UTC,5750,5000,50000,0,0,7500,11443580
23-Jul-2020 15:00UTC,5250,5000,50000,0,0,2500,11493580
23-Jul-2020 16:00UTC,5250,5253,52500,60,0,0,11546020
23-Jul-2020 17:00UTC,5000,5000,50000,0,0,0,11596020
23-Jul-2020 18:00UTC,7250,5000,50000,0,0,22500,11646020
23-Jul-2020 19:00UTC,15250,5000,50000,0,0,102500,11696020
23-Jul-2020 20:00UTC,14750,5000,50000,0,0,97500,11746020
23-Jul-2020 21:00UTC,21500,5395,53950,0,0,161050,11799970
23-Jul-2020 22:00UTC,27500,6903,69030,0,0,205970,11869000
23-Jul-2020 23:00UTC,18500,6040,60400,0,0,124600,11929400
24-Jul-2020 00:00UTC,16250,6183,61830,0,0,100670,11991230
24-Jul-2020 01:00UTC,14000,6669,66690,0,0,73310,12057920
24-Jul-2020 02:00UTC,11750,5799,57990,0,0,59510,12115910
24-Jul-2020 03:00UTC,12250,5679,56790,0,0,65710,12172700
24-Jul-2020 04:00UTC,11000,5810,58100,0,0,51900,12230800
24-Jul-2020 05:00UTC,8750,6815,68150,0,0,19350,12298950
24-Jul-2020 06:00UTC,6750,6017,60170,0,0,7330,12359120
24-Jul-2020 07:00UTC,6250,5501,55010,0,0,7490,12414130
24-Jul-2020 08:00UTC,5250,5240,52400,0,0,100,12466530
24-Jul-2020 09:00UTC,5000,5882,50000,17640,0,0,12498890
24-Jul-2020 10:00UTC,6500,5165,51650,0,0,13350,12550540
24-Jul-2020 11:00UTC,9500,6837,68370,0,0,26630,12618910
24-Jul-2020 12:00UTC,11500,7622,76220,0,0,38780,12695130
24-Jul-2020 13:00UTC,10000,13324,100000,66480,0,0,12728650
24-Jul-2020 14:00UTC,9000,14608,90000,112160,0,0,12706490
24-Jul-2020 15:00UTC,8750,16722,87500,159440,0,0,12634550
24-Jul-2020 16:00UTC,9250,15469,92500,124380,0,0,12602670
24-Jul-2020 17:00UTC,11250,13352,112500,42040,0,0,12673130
24-Jul-2020 18:00UTC,9500,10719,95000,24380,0,0,12743750
24-Jul-2020 19:00UTC,8000,5276,52760,0,0,27240,12796510
24-Jul-2020 20:00UTC,7000,5045,50450,0,0,19550,12846960
24-Jul-2020 21:00UTC,5250,5000,50000,0,0,2500,12896960
24-Jul-2020 22:00UTC,5250,5259,52500,180,0,0,12949280
24-Jul-2020 23:00UTC,5750,5864,57500,2280,0,0,13004500
25-Jul-2020 00:00UTC,5000,6451,50000,29020,0,0,13025480
25-Jul-2020 01:00UTC,5000,0,0,0,0,50000,13025480
25-Jul-2020 02:00UTC,6250,5510,55100,0,0,7400,13080580
25-Jul-2020 03:00UTC,6500,6438,64380,0,0,620,13144960
25-Jul-2020 04:00UTC,7000,7205,70000,4100,0,0,13210860
25-Jul-2020 05:00UTC,6750,8694,67500,38880,0,0,13239480
25-Jul-2020 06:00UTC,5500,10778,55000,105560,0,0,13188920
25-Jul-2020 07:00UTC,5750,12712,57500,139240,0,0,13107180
25-Jul-2020 08:00UTC,9250,15245,92500,119900,0,0,13079780
25-Jul-2020 09:00UTC,16250,18223,162500,39460,0,0,13202820
25-Jul-2020 10:00UTC,31500,22607,226070,0,0,88930,13428890
25-Jul-2020 11:00UTC,38500,26687,266870,0,0,118130,13695760
25-Jul-2020 12:00UTC,36500,30984,309840,0,0,55160,14005600
25-Jul-2020 13:00UTC,36000,31879,318790,0,0,41210,14324390
25-Jul-2020 14:00UTC,46500,38473,384730,0,0,80270,14709120
25-Jul-2020 15:00UTC,48750,40889,408890,0,0,78610,15118010
25-Jul-2020 16:00UTC,42250,42627,422500,7540,0,0,15532970
25-Jul-2020 17:00UTC,34000,39031,340000,100620,0,0,15772350
25-Jul-2020 18:00UTC,29250,28053,280530,0,0,11970,16052880
25-Jul-2020 19:00UTC,29000,25634,256340,0,0,33660,16309220
25-Jul-2020 20:00UTC,24500,24072,240720,0,0,4280,16549940
25-Jul-2020 21:00UTC,39000,23938,239380,0,0,150620,16789320
25-Jul-2020 22:00UTC,42750,26423,264230,0,0,163270,17053550
25-Jul-2020 23:00UTC,41250,25912,259120,0,0,153380,17312670
26-Jul-2020 00:00UTC,32500,28768,287680,0,0,37320,17600350
26-Jul-2020 01:00UTC,35000,26704,267040,0,0,82960,17867390
26-Jul-2020 02:00UTC,46250,20752,207520,0,0,254980,18074910
26-Jul-2020 03:00UTC,43000,21860,218600,0,0,211400,18293510
26-Jul-2020 04:00UTC,21500,21874,215000,7480,0,0,18501030
26-Jul-2020 05:00UTC,10250,20922,102500,213440,0,0,18390090
26-Jul-2020 06:00UTC,7750,18726,77500,219520,0,0,18248070
26-Jul-2020 07:00UTC,12750,18423,127500,113460,0,0,18262110
26-Jul-2020 08:00UTC,15250,18662,152500,68240,0,0,18346370
26-Jul-2020 09:00UTC,16750,20705,167500,79100,0,0,18434770
26-Jul-2020 10:00UTC,21750,23567,217500,36340,0,0,18615930
26-Jul-2020 11:00UTC,24750,27966,247500,64320,0,0,18799110
26-Jul-2020 12:00UTC,26250,20688,206880,0,0,55620,19005990
26-Jul-2020 13:00UTC,22750,20293,202930,0,0,24570,19208920
26-Jul-2020 14:00UTC,21250,20031,200310,0,0,12190,19409230
26-Jul-2020 15:00UTC,15750,22521,157500,135420,0,0,19431310
26-Jul-2020 16:00UTC,11500,20233,115000,174660,0,0,19371650
26-Jul-2020 17:00UTC,9500,14038,95000,90760,0,0,19375890
26-Jul-2020 18:00UTC,5750,11370,57500,112400,0,0,19320990
26-Jul-2020 19:00UTC,5000,9009,50000,80180,0,0,19290810
26-Jul-2020 20:00UTC,5500,7552,55000,41040,0,0,19304770
26-Jul-2020 21:00UTC,6000,7422,60000,28440,0,0,19336330
26-Jul-2020 22:00UTC,6000,8003,60000,40060,0,0,19356270
26-Jul-2020 23:00UTC,5250,7858,52500,52160,0,0,19356610
27-Jul-2020 00:00UTC,5500,8193,55000,53860,0,0,19357750
27-Jul-2020 01:00UTC,6000,9140,60000,62800,0,0,19354950
27-Jul-2020 02:00UTC,8500,8451,84510,0,0,490,19439460
27-Jul-2020 03:00UTC,15500,8690,86900,0,0,68100,19526360
27-Jul-2020 04:00UTC,25250,9035,90350,0,0,162150,19616710
27-Jul-2020 05:00UTC,19500,9223,92230,0,0,102770,19708940
27-Jul-2020 06:00UTC,11000,8616,86160,0,0,23840,19795100
27-Jul-2020 07:00UTC,9000,9752,90000,15040,0,0,19870060
27-Jul-2020 08:00UTC,27750,12146,121460,0,0,156040,19991520
27-Jul-2020 09:00UTC,33250,14915,149150,0,0,183350,20140670
27-Jul-2020 10:00UTC,36750,19175,191750,0,0,175750,20332420
27-Jul-2020 11:00UTC,44250,24661,246610,0,0,195890,20579030
27-Jul-2020 12:00UTC,50750,28017,280170,0,0,227330,20859200
27-Jul-2020 13:00UTC,60250,35892,358920,0,0,243580,21218120
27-Jul-2020 14:00UTC,61500,42638,426380,0,0,188620,21644500
27-Jul-2020 15:00UTC,63500,49375,493750,0,0,141250,22138250
27-Jul-2020 16:00UTC,62500,49218,492180,0,0,132820,22630430
27-Jul-2020 17:00UTC,69500,47443,474430,0,0,220570,23104860
27-Jul-2020 18:00UTC,65000,44076,440760,0,0,209240,23545620
27-Jul-2020 19:00UTC,57000,43865,438650,0,0,131350,23984270
27-Jul-2020 20:00UTC,45000,42059,420590,0,0,29410,24404860
27-Jul-2020 21:00UTC,40000,40454,400000,9080,0,0,24795780
27-Jul-2020 22:00UTC,36750,39661,367500,58220,0,0,25105060
27-Jul-2020 23:00UTC,28750,39456,287500,214120,0,0,25178440
28-Jul-2020 00:00UTC,28000,37483,280000,189660,0,0,25268780
28-Jul-2020 01:00UTC,39000,32272,322720,0,0,67280,25591500
28-Jul-2020 02:00UTC,31000,27979,279790,0,0,30210,25871290
28-Jul-2020 03:00UTC,31250,24226,242260,0,0,70240,26113550
28-Jul-2020 04:00UTC,31000,21089,210890,0,0,99110,26324440
28-Jul-2020 05:00UTC,20000,17866,178660,0,0,21340,26503100
28-Jul-2020 06:00UTC,17750,13215,132150,0,0,45350,26635250
28-Jul-2020 07:00UTC,16750,7645,76450,0,0,91050,26711700
28-Jul-2020 08:00UTC,16250,6865,68650,0,0,93850,26780350
28-Jul-2020 09:00UTC,22000,7002,70020,0,0,149980,26850370
28-Jul-2020 10:00UTC,20250,6512,65120,0,0,137380,26915490
28-Jul-2020 11:00UTC,18250,7501,75010,0,0,107490,26990500
28-Jul-2020 12:00UTC,17250,11100,111000,0,0,61500,27101500
28-Jul-2020 13:00UTC,16000,13788,137880,0,0,22120,27239380
28-Jul-2020 14:00UTC,16500,18055,165000,31100,0,0,27373280
28-Jul-2020 15:00UTC,17000,23006,170000,120120,0,0,27423160
28-Jul-2020 16:00UTC,14000,24918,140000,218360,0,0,27344800
28-Jul-2020 17:00UTC,14000,25169,140000,223380,0,0,27261420
28-Jul-2020 18:00UTC,14250,27423,142500,263460,0,0,27140460
28-Jul-2020 19:00UTC,14500,23429,145000,178580,0,0,27106880
28-Jul-2020 20:00UTC,20000,20846,200000,16920,0,0,27289960
28-Jul-2020 21:00UTC,22500,17520,175200,0,0,49800,27465160
28-Jul-2020 22:00UTC,25500,15692,156920,0,0,98080,27622080
28-Jul-2020 23:00UTC,21000,15345,153450,0,0,56550,27775530

HK Dragons
---------------
TIME,ACTUAL,FORECAST,SALE,BUY,PENALTY,WASTED,CIH
22-Jul-2020 00:00UTC,53000,0,0,0,0,530000,10000000
22-Jul-2020 01:00UTC,54750,0,0,0,0,547500,10000000
22-Jul-2020 02:00UTC,47000,0,0,0,0,470000,10000000
22-Jul-2020 03:00UTC,40500,0,0,0,0,405000,10000000
22-Jul-2020 04:00UTC,36000,0,0,0,0,360000,10000000
22-Jul-2020 05:00UTC,23000,0,0,0,0,230000,10000000
22-Jul-2020 06:00UTC,14750,0,0,0,0,147500,10000000
22-Jul-2020 07:00UTC,10250,0,0,0,0,102500,10000000
22-Jul-2020 08:00UTC,6750,0,0,0,0,67500,10000000
22-Jul-2020 09:00UTC,8250,0,0,0,0,82500,10000000
22-Jul-2020 10:00UTC,9500,0,0,0,0,95000,10000000
22-Jul-2020 11:00UTC,8000,0,0,0,0,80000,10000000
22-Jul-2020 12:00UTC,6750,0,0,0,0,67500,10000000
22-Jul-2020 13:00UTC,7000,0,0,0,0,70000,10000000
22-Jul-2020 14:00UTC,8750,0,0,0,0,87500,10000000
22-Jul-2020 15:00UTC,10500,0,0,0,0,105000,10000000
22-Jul-2020 16:00UTC,8750,0,0,0,0,87500,10000000
22-Jul-2020 17:00UTC,8750,38437,87500,593740,0,0,9493760
22-Jul-2020 18:00UTC,10000,38876,100000,577529,0,0,9016231
22-Jul-2020 19:00UTC,13000,39776,130000,535512,0,0,8610719
22-Jul-2020 20:00UTC,20250,37937,202500,353731,0,0,8459489
22-Jul-2020 21:00UTC,32500,0,0,0,0,325000,8459489
22-Jul-2020 22:00UTC,22250,35677,222500,268540,0,0,8413449
22-Jul-2020 23:00UTC,18250,35486,182500,344730,0,0,8251219
23-Jul-2020 00:00UTC,21750,33041,217500,225827,0,0,8242893
23-Jul-2020 01:00UTC,23750,31993,237500,164861,0,0,8315533
23-Jul-2020 02:00UTC,23500,32523,235000,180456,0,0,8370078
23-Jul-2020 03:00UTC,16500,32782,165000,325644,0,0,8209435
23-Jul-2020 04:00UTC,10000,33412,100000,468232,0,0,7841203
23-Jul-2020 05:00UTC,5750,33398,57500,552950,0,0,7345753
23-Jul-2020 06:00UTC,5250,33404,52500,563086,0,0,6835168
23-Jul-2020 07:00UTC,6000,33373,60000,547461,0,0,6347708
23-Jul-2020 08:00UTC,6000,31474,60000,509483,0,0,5898225
23-Jul-2020 09:00UTC,6000,31182,60000,503646,0,0,5454580
23-Jul-2020 10:00UTC,6000,15752,60000,195041,0,0,5319539
23-Jul-2020 11:00UTC,6000,15752,60000,195041,0,0,5184498
23-Jul-2020 12:00UTC,5500,15752,55000,205041,0,0,5034457
23-Jul-2020 13:00UTC,5000,15752,50000,215041,0,0,4869416
23-Jul-2020 14:00UTC,5750,15752,57500,200041,0,0,4726875
23-Jul-2020 15:00UTC,5250,15752,52500,210041,0,0,4569334
23-Jul-2020 16:00UTC,5250,15752,52500,210041,0,0,4411793
23-Jul-2020 17:00UTC,5000,15752,50000,215041,0,0,4246752
23-Jul-2020 18:00UTC,7250,15752,72500,170041,0,0,4149211
23-Jul-2020 19:00UTC,15250,15752,152500,10041,0,0,4291670
23-Jul-2020 20:00UTC,14750,15752,147500,20041,0,0,4419129
23-Jul-2020 21:00UTC,21500,15752,157521,0,0,57479,4576649
23-Jul-2020 22:00UTC,27500,15752,157521,0,0,117479,4734169
23-Jul-2020 23:00UTC,18500,15752,157521,0,0,27479,4891689
24-Jul-2020 00:00UTC,16250,15752,157521,0,0,4979,5049209
24-Jul-2020 01:00UTC,14000,747,7470,0,0,132530,5056679
24-Jul-2020 02:00UTC,11750,4403,44028,0,0,73472,5100706
24-Jul-2020 03:00UTC,12250,5140,51399,0,0,71101,5152105
24-Jul-2020 04:00UTC,11000,5544,55443,0,0,54557,5207548
24-Jul-2020 05:00UTC,8750,2921,29205,0,0,58295,5236753
24-Jul-2020 06:00UTC,6750,3737,37370,0,0,30130,5274123
24-Jul-2020 07:00UTC,6250,4377,43768,0,0,18732,5317891
24-Jul-2020 08:00UTC,5250,6543,52500,25865,0,0,5344526
24-Jul-2020 09:00UTC,5000,6948,50000,38968,0,0,5355559
24-Jul-2020 10:00UTC,6500,3491,34912,0,0,30088,5390470
24-Jul-2020 11:00UTC,9500,2154,21537,0,0,73463,5412007
24-Jul-2020 12:00UTC,11500,2154,21537,0,0,93463,5433544
24-Jul-2020 13:00UTC,10000,2154,21537,0,0,78463,5455081
24-Jul-2020 14:00UTC,9000,2154,21537,0,0,68463,5476618
24-Jul-2020 15:00UTC,8750,2154,21537,0,0,65963,5498155
24-Jul-2020 16:00UTC,9250,13251,92500,80026,0,0,5510629
24-Jul-2020 17:00UTC,11250,11912,112500,13236,0,0,5609894
24-Jul-2020 18:00UTC,9500,8904,89042,0,0,5958,5698935
24-Jul-2020 19:00UTC,8000,6860,68599,0,0,11401,5767533
24-Jul-2020 20:00UTC,7000,4981,49807,0,0,20193,5817340
24-Jul-2020 21:00UTC,5250,7343,52500,41852,0,0,5827989
24-Jul-2020 22:00UTC,5250,7494,52500,44875,0,0,5835615
24-Jul-2020 23:00UTC,5750,5942,57500,3831,0,0,5889284
25-Jul-2020 00:00UTC,5000,4280,42797,0,0,7203,5932080
25-Jul-2020 01:00UTC,5000,4703,47033,0,0,2967,5979113
25-Jul-2020 02:00UTC,6250,5399,53990,0,0,8510,6033102
25-Jul-2020 03:00UTC,6500,5525,55249,0,0,9751,6088351
25-Jul-2020 04:00UTC,7000,6559,65594,0,0,4406,6153944
25-Jul-2020 05:00UTC,6750,10867,67500,82341,0,0,6139103
25-Jul-2020 06:00UTC,5500,11456,55000,119127,0,0,6074977
25-Jul-2020 07:00UTC,5750,9808,57500,81152,0,0,6051325
25-Jul-2020 08:00UTC,9250,9282,92500,643,0,0,6143183
25-Jul-2020 09:00UTC,16250,9020,90204,0,0,72296,6233387
25-Jul-2020 10:00UTC,31500,4151,41511,0,0,273489,6274898
25-Jul-2020 11:00UTC,38500,4572,45724,0,0,339276,6320621
25-Jul-2020 12:00UTC,36500,4572,45724,0,0,319276,6366344
25-Jul-2020 13:00UTC,36000,4284,42839,0,0,317161,6409182
25-Jul-2020 14:00UTC,46500,4284,42839,0,0,422161,6452020
25-Jul-2020 15:00UTC,48750,4284,42839,0,0,444661,6494858
25-Jul-2020 16:00UTC,42250,3601,36014,0,0,386486,6530871
25-Jul-2020 17:00UTC,34000,6393,63929,0,0,276071,6594800
25-Jul-2020 18:00UTC,29250,7205,72052,0,0,220448,6666852
25-Jul-2020 19:00UTC,29000,6795,67951,0,0,222049,6734802
25-Jul-2020 20:00UTC,24500,8239,82391,0,0,162609,6817193
25-Jul-2020 21:00UTC,39000,9071,90713,0,0,299287,6907905
25-Jul-2020 22:00UTC,42750,8857,88571,0,0,338929,6996475
25-Jul-2020 23:00UTC,41250,9277,92768,0,0,319732,7089242
26-Jul-2020 00:00UTC,32500,8765,87646,0,0,237354,7176887
26-Jul-2020 01:00UTC,35000,8575,85750,0,0,264250,7262637
26-Jul-2020 02:00UTC,46250,10630,106304,0,0,356196,7368941
26-Jul-2020 03:00UTC,43000,11253,112528,0,0,317472,7481468
26-Jul-2020 04:00UTC,21500,21916,215000,8316,0,0,7688153
26-Jul-2020 05:00UTC,10250,29608,102500,387166,0,0,7403488
26-Jul-2020 06:00UTC,7750,29387,77500,432742,0,0,7048246
26-Jul-2020 07:00UTC,12750,29033,127500,325653,0,0,6850094
26-Jul-2020 08:00UTC,15250,34014,152500,375284,0,0,6627310
26-Jul-2020 09:00UTC,16750,34852,167500,362031,0,0,6432779
26-Jul-2020 10:00UTC,21750,16594,165936,0,0,51564,6598715
26-Jul-2020 11:00UTC,24750,16415,164149,0,0,83351,6762864
26-Jul-2020 12:00UTC,26250,16961,169611,0,0,92889,6932475
26-Jul-2020 13:00UTC,22750,16961,169611,0,0,57889,7102086
26-Jul-2020 14:00UTC,21250,16961,169611,0,0,42889,7271697
26-Jul-2020 15:00UTC,15750,16961,157500,24223,0,0,7404975
26-Jul-2020 16:00UTC,11500,34808,115000,466161,0,0,7053814
26-Jul-2020 17:00UTC,9500,35242,95000,514842,0,0,6633972
26-Jul-2020 18:00UTC,5750,25952,57500,404042,0,0,6287430
26-Jul-2020 19:00UTC,5000,23868,50000,377357,0,0,5960073
26-Jul-2020 20:00UTC,5500,29745,55000,484897,0,0,5530176
26-Jul-2020 21:00UTC,6000,31437,60000,508731,0,0,5081445
26-Jul-2020 22:00UTC,6000,17137,60000,222750,0,0,4918696
26-Jul-2020 23:00UTC,5250,7805,52500,51100,0,0,4920097
27-Jul-2020 00:00UTC,5500,5485,54854,0,0,146,4974951
27-Jul-2020 01:00UTC,6000,8586,60000,51727,0,0,4983224
27-Jul-2020 02:00UTC,8500,11801,85000,66016,0,0,5002209
27-Jul-2020 03:00UTC,15500,11584,115840,0,0,39160,5118048
27-Jul-2020 04:00UTC,25250,15325,153250,0,0,99250,5271298
27-Jul-2020 05:00UTC,19500,16923,169227,0,0,25773,5440525
27-Jul-2020 06:00UTC,11000,18107,110000,142142,0,0,5408384
27-Jul-2020 07:00UTC,9000,17494,90000,169885,0,0,5328500
27-Jul-2020 08:00UTC,27750,15565,155649,0,0,121851,5484148
27-Jul-2020 09:00UTC,33250,10464,104641,0,0,227859,5588788
27-Jul-2020 10:00UTC,36750,5444,54444,0,0,313056,5643232
27-Jul-2020 11:00UTC,44250,4744,47444,0,0,395056,5690676
27-Jul-2020 12:00UTC,50750,4744,47444,0,0,460056,5738120
27-Jul-2020 13:00UTC,60250,4312,43125,0,0,559375,5781244
27-Jul-2020 14:00UTC,61500,4312,43125,0,0,571875,5824368
27-Jul-2020 15:00UTC,63500,4312,43125,0,0,591875,5867492
27-Jul-2020 16:00UTC,62500,6342,63423,0,0,561577,5930915
27-Jul-2020 17:00UTC,69500,5131,51313,0,0,643687,5982227
27-Jul-2020 18:00UTC,65000,4898,48975,0,0,601025,6031202
27-Jul-2020 19:00UTC,57000,5385,53850,0,0,516150,6085052
27-Jul-2020 20:00UTC,45000,7381,73809,0,0,376191,6158861
27-Jul-2020 21:00UTC,40000,10129,101291,0,0,298709,6260152
27-Jul-2020 22:00UTC,36750,18739,187390,0,0,180110,6447541
27-Jul-2020 23:00UTC,28750,14422,144215,0,0,143285,6591756
28-Jul-2020 00:00UTC,28000,10927,109274,0,0,170726,6701029
28-Jul-2020 01:00UTC,39000,7276,72762,0,0,317238,6773791
28-Jul-2020 02:00UTC,31000,19196,191958,0,0,118042,6965748
28-Jul-2020 03:00UTC,31250,26606,266061,0,0,46439,7231809
28-Jul-2020 04:00UTC,31000,26996,269957,0,0,40043,7501765
28-Jul-2020 05:00UTC,20000,34302,200000,286040,0,0,7415726
28-Jul-2020 06:00UTC,17750,36637,177500,377732,0,0,7215495
28-Jul-2020 07:00UTC,16750,37823,167500,421452,0,0,6961544
28-Jul-2020 08:00UTC,16250,38657,162500,448149,0,0,6675896
28-Jul-2020 09:00UTC,22000,43593,220000,431857,0,0,6464039
28-Jul-2020 10:00UTC,20250,21597,202500,26940,0,0,6639600
28-Jul-2020 11:00UTC,18250,21646,182500,67926,0,0,6754174
28-Jul-2020 12:00UTC,17250,23791,172500,130811,0,0,6795863
28-Jul-2020 13:00UTC,16000,23791,160000,155811,0,0,6800052
28-Jul-2020 14:00UTC,16500,0,0,0,0,165000,6800052
28-Jul-2020 15:00UTC,17000,0,0,0,0,170000,6800052
28-Jul-2020 16:00UTC,14000,0,0,0,0,140000,6800052
28-Jul-2020 17:00UTC,14000,0,0,0,0,140000,6800052
28-Jul-2020 18:00UTC,14250,0,0,0,0,142500,6800052
28-Jul-2020 19:00UTC,14500,0,0,0,0,145000,6800052
28-Jul-2020 20:00UTC,20000,0,0,0,0,200000,6800052
28-Jul-2020 21:00UTC,22500,0,0,0,0,225000,6800052
28-Jul-2020 22:00UTC,25500,0,0,0,0,255000,6800052
28-Jul-2020 23:00UTC,21000,0,0,0,0,210000,6800052

Q.E.D
---------------
TIME,ACTUAL,FORECAST,SALE,BUY,PENALTY,WASTED,CIH
22-Jul-2020 00:00UTC,53000,0,0,0,0,530000,10000000
22-Jul-2020 01:00UTC,54750,0,0,0,0,547500,10000000
22-Jul-2020 02:00UTC,47000,0,0,0,0,470000,10000000
22-Jul-2020 03:00UTC,40500,0,0,0,0,405000,10000000
22-Jul-2020 04:00UTC,36000,0,0,0,0,360000,10000000
22-Jul-2020 05:00UTC,23000,0,0,0,0,230000,10000000
22-Jul-2020 06:00UTC,14750,0,0,0,0,147500,10000000
22-Jul-2020 07:00UTC,10250,0,0,0,0,102500,10000000
22-Jul-2020 08:00UTC,6750,0,0,0,0,67500,10000000
22-Jul-2020 09:00UTC,8250,0,0,0,0,82500,10000000
22-Jul-2020 10:00UTC,9500,0,0,0,0,95000,10000000
22-Jul-2020 11:00UTC,8000,0,0,0,0,80000,10000000
22-Jul-2020 12:00UTC,6750,0,0,0,0,67500,10000000
22-Jul-2020 13:00UTC,7000,0,0,0,0,70000,10000000
22-Jul-2020 14:00UTC,8750,0,0,0,0,87500,10000000
22-Jul-2020 15:00UTC,10500,0,0,0,0,105000,10000000
22-Jul-2020 16:00UTC,8750,0,0,0,0,87500,10000000
22-Jul-2020 17:00UTC,8750,0,0,0,0,87500,10000000
22-Jul-2020 18:00UTC,10000,0,0,0,0,100000,10000000
22-Jul-2020 19:00UTC,13000,0,0,0,0,130000,10000000
22-Jul-2020 20:00UTC,20250,0,0,0,0,202500,10000000
22-Jul-2020 21:00UTC,32500,0,0,0,0,325000,10000000
22-Jul-2020 22:00UTC,22250,0,0,0,0,222500,10000000
22-Jul-2020 23:00UTC,18250,0,0,0,0,182500,10000000
23-Jul-2020 00:00UTC,21750,0,0,0,0,217500,10000000
23-Jul-2020 01:00UTC,23750,0,0,0,0,237500,10000000
23-Jul-2020 02:00UTC,23500,0,0,0,0,235000,10000000
23-Jul-2020 03:00UTC,16500,0,0,0,0,165000,10000000
23-Jul-2020 04:00UTC,10000,0,0,0,0,100000,10000000
23-Jul-2020 05:00UTC,5750,0,0,0,0,57500,10000000
23-Jul-2020 06:00UTC,5250,0,0,0,0,52500,10000000
23-Jul-2020 07:00UTC,6000,0,0,0,0,60000,10000000
23-Jul-2020 08:00UTC,6000,0,0,0,0,60000,10000000
23-Jul-2020 09:00UTC,6000,2109,21089,0,0,38911,10021089
23-Jul-2020 10:00UTC,6000,67100,60000,1221990,0,0,8859099
23-Jul-2020 11:00UTC,6000,58297,60000,1045948,0,0,7873151
23-Jul-2020 12:00UTC,5500,68397,55000,1257944,0,0,6670207
23-Jul-2020 13:00UTC,5000,76967,50000,1439335,0,0,5280873
23-Jul-2020 14:00UTC,5750,80708,57500,1499162,0,0,3839212
23-Jul-2020 15:00UTC,5250,74811,52500,1391219,0,0,2500494
23-Jul-2020 16:00UTC,5250,73301,52500,1361012,0,0,1191982
23-Jul-2020 17:00UTC,5000,21416,50000,328321,0,0,913661
23-Jul-2020 18:00UTC,7250,62671,72500,986161,611319,0,-611319
23-Jul-2020 19:00UTC,15250,85228,152500,0,6997791,0,-7456610
23-Jul-2020 20:00UTC,14750,90345,147500,0,7559546,0,-14868656
23-Jul-2020 21:00UTC,21500,87838,215000,0,6633790,0,-21287445
23-Jul-2020 22:00UTC,27500,64920,275000,0,3741987,0,-24754432
23-Jul-2020 23:00UTC,18500,85926,185000,0,6742646,0,-31312078
24-Jul-2020 00:00UTC,16250,84165,162500,0,6791466,0,-37941044
24-Jul-2020 01:00UTC,14000,79892,140000,0,6589207,0,-44390251
24-Jul-2020 02:00UTC,11750,73873,117500,0,6212265,0,-50485015
